nodes,Labels,xpaths
"$4,600",NE,/html/body/div[1]/main/section/header/select[1]/option[41]
"$4,800",NE,/html/body/div[1]/main/section/header/select[1]/option[42]
"$5,000",NE,/html/body/div[1]/main/section/header/select[1]/option[43]
"$7,500",NE,/html/body/div[1]/main/section/header/select[1]/option[44]
"$10,000",NE,/html/body/div[1]/main/section/header/select[1]/option[45]
"$15,000",NE,/html/body/div[1]/main/section/header/select[1]/option[46]
Max Rent,NE,/html/body/div[1]/main/section/header/select[2]/option[1]
$400,NE,/html/body/div[1]/main/section/header/select[2]/option[2]
$500,NE,/html/body/div[1]/main/section/header/select[2]/option[3]
$600,NE,/html/body/div[1]/main/section/header/select[2]/option[4]
$700,NE,/html/body/div[1]/main/section/header/select[2]/option[5]
$800,NE,/html/body/div[1]/main/section/header/select[2]/option[6]
$900,NE,/html/body/div[1]/main/section/header/select[2]/option[7]
"$1,000",NE,/html/body/div[1]/main/section/header/select[2]/option[8]
"$1,100",NE,/html/body/div[1]/main/section/header/select[2]/option[9]
"$1,200",NE,/html/body/div[1]/main/section/header/select[2]/option[10]
"$1,300",NE,/html/body/div[1]/main/section/header/select[2]/option[11]
"$1,400",NE,/html/body/div[1]/main/section/header/select[2]/option[12]
"$1,500",NE,/html/body/div[1]/main/section/header/select[2]/option[13]
"$1,600",NE,/html/body/div[1]/main/section/header/select[2]/option[14]
"$1,700",NE,/html/body/div[1]/main/section/header/select[2]/option[15]
"$1,800",NE,/html/body/div[1]/main/section/header/select[2]/option[16]
"$1,900",NE,/html/body/div[1]/main/section/header/select[2]/option[17]
"$2,000",NE,/html/body/div[1]/main/section/header/select[2]/option[18]
"$2,100",NE,/html/body/div[1]/main/section/header/select[2]/option[19]
"$2,200",NE,/html/body/div[1]/main/section/header/select[2]/option[20]
"$2,300",NE,/html/body/div[1]/main/section/header/select[2]/option[21]
"$2,400",NE,/html/body/div[1]/main/section/header/select[2]/option[22]
"$2,500",NE,/html/body/div[1]/main/section/header/select[2]/option[23]
"$2,600",NE,/html/body/div[1]/main/section/header/select[2]/option[24]
"$2,700",NE,/html/body/div[1]/main/section/header/select[2]/option[25]
"$2,800",NE,/html/body/div[1]/main/section/header/select[2]/option[26]
"$2,900",NE,/html/body/div[1]/main/section/header/select[2]/option[27]
"$3,000",NE,/html/body/div[1]/main/section/header/select[2]/option[28]
"$3,100",NE,/html/body/div[1]/main/section/header/select[2]/option[29]
"$3,200",NE,/html/body/div[1]/main/section/header/select[2]/option[30]
"$3,300",NE,/html/body/div[1]/main/section/header/select[2]/option[31]
"$3,400",NE,/html/body/div[1]/main/section/header/select[2]/option[32]
"$3,500",NE,/html/body/div[1]/main/section/header/select[2]/option[33]
"$3,600",NE,/html/body/div[1]/main/section/header/select[2]/option[34]
"$3,700",NE,/html/body/div[1]/main/section/header/select[2]/option[35]
"$3,800",NE,/html/body/div[1]/main/section/header/select[2]/option[36]
"$3,900",NE,/html/body/div[1]/main/section/header/select[2]/option[37]
"$4,000",NE,/html/body/div[1]/main/section/header/select[2]/option[38]
"$4,200",NE,/html/body/div[1]/main/section/header/select[2]/option[39]
"$4,400",NE,/html/body/div[1]/main/section/header/select[2]/option[40]
"$4,600",NE,/html/body/div[1]/main/section/header/select[2]/option[41]
"$4,800",NE,/html/body/div[1]/main/section/header/select[2]/option[42]
"$5,000",NE,/html/body/div[1]/main/section/header/select[2]/option[43]
"$7,500",NE,/html/body/div[1]/main/section/header/select[2]/option[44]
"$10,000",NE,/html/body/div[1]/main/section/header/select[2]/option[45]
"$15,000",NE,/html/body/div[1]/main/section/header/select[2]/option[46]
Beds,NE,/html/body/div[1]/main/section/header/select[3]/option[1]
Studio,NE,/html/body/div[1]/main/section/header/select[3]/option[2]
1 Bed,NE,/html/body/div[1]/main/section/header/select[3]/option[3]
2 Beds,NE,/html/body/div[1]/main/section/header/select[3]/option[4]
3 Beds,NE,/html/body/div[1]/main/section/header/select[3]/option[5]
4 Beds,NE,/html/body/div[1]/main/section/header/select[3]/option[6]
Baths,NE,/html/body/div[1]/main/section/header/span[2]/select/option[1]
1+ Baths,NE,/html/body/div[1]/main/section/header/span[2]/select/option[2]
2+ Baths,NE,/html/body/div[1]/main/section/header/span[2]/select/option[3]
3+ Baths,NE,/html/body/div[1]/main/section/header/span[2]/select/option[4]
More Filters,NE,/html/body/div[1]/main/section/header/div/span/button[1]
Filters,NE,/html/body/div[1]/main/section/header/div/span/button[2]
Polygon,NE,/html/body/div[1]/main/section/header/div/button[1]
Plan Commute,NE,/html/body/div[1]/main/section/header/div/button[2]
Show All,NE,/html/body/div[1]/main/section/header/div/button[3]
Neighborhood Info,NE,/html/body/div[1]/main/section/header/div/div/span/a[1]
Neighborhoods,NE,/html/body/div[1]/main/section/header/div/div/span/a[2]
Show All,NE,/html/body/div[1]/main/section/header/div/div/button[1]
Sort,NE,/html/body/div[1]/main/section/header/div/div/button[2]/span
Default,NE,/html/body/div[1]/main/section/header/div/div/ul/li[1]
Save,NE,/html/body/div[1]/main/section/header/div/div/button[3]
Loading Results...,NE,/html/body/div[1]/main/section/div[1]/div/p
No Results Found,NE,/html/body/div[1]/main/section/div[1]/section[1]/article/p
The Tides,Name,/html/body/div[1]/main/section/div[1]/section[1]/div/article[1]/section[1]/a
1,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[1]/section[2]/div[1]/span/span[1]
77,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[1]/section[2]/div[1]/span/span[2]
360 E South Water St,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[1]/section[2]/div[2]/div[2]/span[1]
Chicago,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[1]/section[2]/div[2]/div[2]/span[2]/span[1]
60601,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[1]/section[2]/div[2]/div[2]/span[2]/span[2]
"$1,590 - $3,953",Price,/html/body/div[1]/main/section/div[1]/section[1]/div/article[1]/section[2]/div[2]/div[3]/p[1]
Studio - 2 Br,Beds,/html/body/div[1]/main/section/div[1]/section[1]/div/article[1]/section[2]/div[2]/div[3]/p[2]
312-288-8069,Contact,/html/body/div[1]/main/section/div[1]/section[1]/div/article[1]/section[2]/div[2]/div[4]/p
More...,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[1]/section[2]/div[2]/div[4]/a
Contact Property,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[1]/section[2]/div[2]/a[2]/span
AMLI River North,Name,/html/body/div[1]/main/section/div[1]/section[1]/div/article[2]/section[1]/a
1,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[2]/section[2]/div[1]/span/span[1]
83,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[2]/section[2]/div[1]/span/span[2]
71 W Hubbard St,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[2]/section[2]/div[2]/div[2]/span[1]
Chicago,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[2]/section[2]/div[2]/div[2]/span[2]/span[1]
60654,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[2]/section[2]/div[2]/div[2]/span[2]/span[2]
"$1,829 - $6,947",Price,/html/body/div[1]/main/section/div[1]/section[1]/div/article[2]/section[2]/div[2]/div[3]/p[1]
Studio - 3 Br,Beds,/html/body/div[1]/main/section/div[1]/section[1]/div/article[2]/section[2]/div[2]/div[3]/p[2]
312-219-9513,Contact,/html/body/div[1]/main/section/div[1]/section[1]/div/article[2]/section[2]/div[2]/div[4]/p
More...,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[2]/section[2]/div[2]/div[4]/a
Contact Property,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[2]/section[2]/div[2]/a[2]/span
Coast,Name,/html/body/div[1]/main/section/div[1]/section[1]/div/article[3]/section[1]/a
1,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[3]/section[2]/div[1]/span/span[1]
117,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[3]/section[2]/div[1]/span/span[2]
345 E Wacker Dr,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[3]/section[2]/div[2]/div[2]/span[1]
Chicago,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[3]/section[2]/div[2]/div[2]/span[2]/span[1]
60601,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[3]/section[2]/div[2]/div[2]/span[2]/span[2]
"$1,568 - $4,530",Price,/html/body/div[1]/main/section/div[1]/section[1]/div/article[3]/section[2]/div[2]/div[3]/p[1]
Studio - 3 Br,Beds,/html/body/div[1]/main/section/div[1]/section[1]/div/article[3]/section[2]/div[2]/div[3]/p[2]
773-904-9571,Contact,/html/body/div[1]/main/section/div[1]/section[1]/div/article[3]/section[2]/div[2]/div[4]/p
More...,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[3]/section[2]/div[2]/div[4]/a
Contact Property,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[3]/section[2]/div[2]/a[2]/span
Regents Park,Name,/html/body/div[1]/main/section/div[1]/section[1]/div/article[4]/section[1]/a
1,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[4]/section[2]/div[1]/span/span[1]
46,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[4]/section[2]/div[1]/span/span[2]
5020-5050 S Lake Shore Dr,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[4]/section[2]/div[2]/div[2]/span[1]
Chicago,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[4]/section[2]/div[2]/div[2]/span[2]/span[1]
60615,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[4]/section[2]/div[2]/div[2]/span[2]/span[2]
"$1,113 - $3,274",Price,/html/body/div[1]/main/section/div[1]/section[1]/div/article[4]/section[2]/div[2]/div[3]/p[1]
Studio - 3 Br,Beds,/html/body/div[1]/main/section/div[1]/section[1]/div/article[4]/section[2]/div[2]/div[3]/p[2]
866-611-2494,Contact,/html/body/div[1]/main/section/div[1]/section[1]/div/article[4]/section[2]/div[2]/div[4]/p
More...,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[4]/section[2]/div[2]/div[4]/a
Contact Property,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[4]/section[2]/div[2]/a[2]/span
The Shoreham,Name,/html/body/div[1]/main/section/div[1]/section[1]/div/article[5]/section[1]/a
1,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[5]/section[2]/div[1]/span/span[1]
81,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[5]/section[2]/div[1]/span/span[2]
400 E South Water St,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[5]/section[2]/div[2]/div[2]/span[1]
Chicago,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[5]/section[2]/div[2]/div[2]/span[2]/span[1]
60601,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[5]/section[2]/div[2]/div[2]/span[2]/span[2]
"$1,588 - $3,802",Price,/html/body/div[1]/main/section/div[1]/section[1]/div/article[5]/section[2]/div[2]/div[3]/p[1]
Studio - 2 Br,Beds,/html/body/div[1]/main/section/div[1]/section[1]/div/article[5]/section[2]/div[2]/div[3]/p[2]
866-599-7868,Contact,/html/body/div[1]/main/section/div[1]/section[1]/div/article[5]/section[2]/div[2]/div[4]/p
More...,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[5]/section[2]/div[2]/div[4]/a
Contact Property,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[5]/section[2]/div[2]/a[2]/span
Lake Meadows 2429,Name,/html/body/div[1]/main/section/div[1]/section[1]/div/article[6]/section[1]/a
1,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[6]/section[2]/div[1]/span/span[1]
30,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[6]/section[2]/div[1]/span/span[2]
500 E 33rd St,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[6]/section[2]/div[2]/div[2]/span[1]
Chicago,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[6]/section[2]/div[2]/div[2]/span[2]/span[1]
60616,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[6]/section[2]/div[2]/div[2]/span[2]/span[2]
"$725 - $1,866",Price,/html/body/div[1]/main/section/div[1]/section[1]/div/article[6]/section[2]/div[2]/div[3]/p[1]
Studio - 3 Br,Beds,/html/body/div[1]/main/section/div[1]/section[1]/div/article[6]/section[2]/div[2]/div[3]/p[2]
312-985-0261,Contact,/html/body/div[1]/main/section/div[1]/section[1]/div/article[6]/section[2]/div[2]/div[4]/p
More...,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[6]/section[2]/div[2]/div[4]/a
Contact Property,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[6]/section[2]/div[2]/a[2]/span
Aqua Apartments,Name,/html/body/div[1]/main/section/div[1]/section[1]/div/article[7]/section[1]/a
1,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[7]/section[2]/div[1]/span/span[1]
170,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[7]/section[2]/div[1]/span/span[2]
225 N Columbus Dr,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[7]/section[2]/div[2]/div[2]/span[1]
Chicago,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[7]/section[2]/div[2]/div[2]/span[2]/span[1]
60601,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[7]/section[2]/div[2]/div[2]/span[2]/span[2]
"$1,612 - $4,605",Price,/html/body/div[1]/main/section/div[1]/section[1]/div/article[7]/section[2]/div[2]/div[3]/p[1]
Studio - 2 Br,Beds,/html/body/div[1]/main/section/div[1]/section[1]/div/article[7]/section[2]/div[2]/div[3]/p[2]
866-933-3491,Contact,/html/body/div[1]/main/section/div[1]/section[1]/div/article[7]/section[2]/div[2]/div[4]/p
More...,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[7]/section[2]/div[2]/div[4]/a
Contact Property,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[7]/section[2]/div[2]/a[2]/span
1130 SOUTH MICHIGAN,Name,/html/body/div[1]/main/section/div[1]/section[1]/div/article[8]/section[1]/a
1,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[8]/section[2]/div[1]/span/span[1]
79,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[8]/section[2]/div[1]/span/span[2]
1130 S Michigan Ave,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[8]/section[2]/div[2]/div[2]/span[1]
Chicago,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[8]/section[2]/div[2]/div[2]/span[2]/span[1]
60605,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[8]/section[2]/div[2]/div[2]/span[2]/span[2]
"$1,190 - $3,896",Price,/html/body/div[1]/main/section/div[1]/section[1]/div/article[8]/section[2]/div[2]/div[3]/p[1]
Studio - 2 Br,Beds,/html/body/div[1]/main/section/div[1]/section[1]/div/article[8]/section[2]/div[2]/div[3]/p[2]
866-610-8317,Contact,/html/body/div[1]/main/section/div[1]/section[1]/div/article[8]/section[2]/div[2]/div[4]/p
More...,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[8]/section[2]/div[2]/div[4]/a
Contact Property,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[8]/section[2]/div[2]/a[2]/span
Optima Chicago Center,Name,/html/body/div[1]/main/section/div[1]/section[1]/div/article[9]/section[1]/a
1,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[9]/section[2]/div[1]/span/span[1]
18,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[9]/section[2]/div[1]/span/span[2]
200 E Illinois St,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[9]/section[2]/div[2]/div[2]/span[1]
Chicago,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[9]/section[2]/div[2]/div[2]/span[2]/span[1]
60611,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[9]/section[2]/div[2]/div[2]/span[2]/span[2]
"$2,226 - $9,700",Price,/html/body/div[1]/main/section/div[1]/section[1]/div/article[9]/section[2]/div[2]/div[3]/p[1]
Studio - 4 Br,Beds,/html/body/div[1]/main/section/div[1]/section[1]/div/article[9]/section[2]/div[2]/div[3]/p[2]
773-273-6395,Contact,/html/body/div[1]/main/section/div[1]/section[1]/div/article[9]/section[2]/div[2]/div[4]/p
More...,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[9]/section[2]/div[2]/div[4]/a
Contact Property,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[9]/section[2]/div[2]/a[2]/span
1350-60 LAKE SHORE DRIVE,Name,/html/body/div[1]/main/section/div[1]/section[1]/div/article[10]/section[1]/a
1,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[10]/section[2]/div[1]/span/span[1]
51,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[10]/section[2]/div[1]/span/span[2]
1350 N Lake Shore Dr,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[10]/section[2]/div[2]/div[2]/span[1]
Chicago,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[10]/section[2]/div[2]/div[2]/span[2]/span[1]
60610,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[10]/section[2]/div[2]/div[2]/span[2]/span[2]
"$1,191 - $3,032",Price,/html/body/div[1]/main/section/div[1]/section[1]/div/article[10]/section[2]/div[2]/div[3]/p[1]
Studio - 2 Br,Beds,/html/body/div[1]/main/section/div[1]/section[1]/div/article[10]/section[2]/div[2]/div[3]/p[2]
312-462-0403,Contact,/html/body/div[1]/main/section/div[1]/section[1]/div/article[10]/section[2]/div[2]/div[4]/p
More...,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[10]/section[2]/div[2]/div[4]/a
Contact Property,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[10]/section[2]/div[2]/a[2]/span
THE CHICAGOAN,Name,/html/body/div[1]/main/section/div[1]/section[1]/div/article[11]/section[1]/a
1,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[11]/section[2]/div[1]/span/span[1]
51,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[11]/section[2]/div[1]/span/span[2]
750 N Rush St,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[11]/section[2]/div[2]/div[2]/span[1]
Chicago,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[11]/section[2]/div[2]/div[2]/span[2]/span[1]
60611,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[11]/section[2]/div[2]/div[2]/span[2]/span[2]
"$1,794 - $6,712",Price,/html/body/div[1]/main/section/div[1]/section[1]/div/article[11]/section[2]/div[2]/div[3]/p[1]
1-3 Br,Beds,/html/body/div[1]/main/section/div[1]/section[1]/div/article[11]/section[2]/div[2]/div[3]/p[2]
773-675-1163,Contact,/html/body/div[1]/main/section/div[1]/section[1]/div/article[11]/section[2]/div[2]/div[4]/p
More...,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[11]/section[2]/div[2]/div[4]/a
Contact Property,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[11]/section[2]/div[2]/a[2]/span
850 Lake Shore Drive,Name,/html/body/div[1]/main/section/div[1]/section[1]/div/article[12]/section[1]/a
1,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[12]/section[2]/div[1]/span/span[1]
78,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[12]/section[2]/div[1]/span/span[2]
850 N Lake Shore Dr,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[12]/section[2]/div[2]/div[2]/span[1]
Chicago,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[12]/section[2]/div[2]/div[2]/span[2]/span[1]
60611,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[12]/section[2]/div[2]/div[2]/span[2]/span[2]
"$1,990 - $12,000",Price,/html/body/div[1]/main/section/div[1]/section[1]/div/article[12]/section[2]/div[2]/div[3]/p[1]
Studio - 3 Br,Beds,/html/body/div[1]/main/section/div[1]/section[1]/div/article[12]/section[2]/div[2]/div[3]/p[2]
312-462-1903,Contact,/html/body/div[1]/main/section/div[1]/section[1]/div/article[12]/section[2]/div[2]/div[4]/p
More...,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[12]/section[2]/div[2]/div[4]/a
Contact Property,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[12]/section[2]/div[2]/a[2]/span
Jones Chicago,Name,/html/body/div[1]/main/section/div[1]/section[1]/div/article[13]/section[1]/a
1,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[13]/section[2]/div[1]/span/span[1]
9,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[13]/section[2]/div[1]/span/span[2]
220 W Illinois St,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[13]/section[2]/div[2]/div[2]/span[1]
Chicago,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[13]/section[2]/div[2]/div[2]/span[2]/span[1]
60610,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[13]/section[2]/div[2]/div[2]/span[2]/span[2]
"$1,955 - $3,940",Price,/html/body/div[1]/main/section/div[1]/section[1]/div/article[13]/section[2]/div[2]/div[3]/p[1]
Studio - 2 Br,Beds,/html/body/div[1]/main/section/div[1]/section[1]/div/article[13]/section[2]/div[2]/div[3]/p[2]
773-492-6656,Contact,/html/body/div[1]/main/section/div[1]/section[1]/div/article[13]/section[2]/div[2]/div[4]/p
More...,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[13]/section[2]/div[2]/div[4]/a
Contact Property,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[13]/section[2]/div[2]/a[2]/span
Woodlawn Terrace,Name,/html/body/div[1]/main/section/div[1]/section[1]/div/article[14]/section[1]/a
1,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[14]/section[2]/div[1]/span/span[1]
11,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[14]/section[2]/div[1]/span/span[2]
4726-4740 S Woodlawn Ave,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[14]/section[2]/div[2]/div[2]/span[1]
Chicago,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[14]/section[2]/div[2]/div[2]/span[2]/span[1]
60615,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[14]/section[2]/div[2]/div[2]/span[2]/span[2]
"$763 - $1,511",Price,/html/body/div[1]/main/section/div[1]/section[1]/div/article[14]/section[2]/div[2]/div[3]/p[1]
Studio - 2 Br,Beds,/html/body/div[1]/main/section/div[1]/section[1]/div/article[14]/section[2]/div[2]/div[3]/p[2]
855-254-1372,Contact,/html/body/div[1]/main/section/div[1]/section[1]/div/article[14]/section[2]/div[2]/div[4]/p
More...,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[14]/section[2]/div[2]/div[4]/a
Contact Property,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[14]/section[2]/div[2]/a[2]/span
The Lofts at River East,Name,/html/body/div[1]/main/section/div[1]/section[1]/div/article[15]/section[1]/a
1,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[15]/section[2]/div[1]/span/span[1]
11,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[15]/section[2]/div[1]/span/span[2]
445 E Illinois St,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[15]/section[2]/div[2]/div[2]/span[1]
Chicago,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[15]/section[2]/div[2]/div[2]/span[2]/span[1]
60611,Address,/html/body/div[1]/main/section/div[1]/section[1]/div/article[15]/section[2]/div[2]/div[2]/span[2]/span[2]
"$1,815 - $4,925",Price,/html/body/div[1]/main/section/div[1]/section[1]/div/article[15]/section[2]/div[2]/div[3]/p[1]
Studio - 3 Br,Beds,/html/body/div[1]/main/section/div[1]/section[1]/div/article[15]/section[2]/div[2]/div[3]/p[2]
844-274-9788,Contact,/html/body/div[1]/main/section/div[1]/section[1]/div/article[15]/section[2]/div[2]/div[4]/p
More...,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[15]/section[2]/div[2]/div[4]/a
Contact Property,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[15]/section[2]/div[2]/a[2]/span
Somerset Place Apartments,Name,/html/body/div[1]/main/section/div[1]/section[1]/div/article[16]/section[1]/a
1,NE,/html/body/div[1]/main/section/div[1]/section[1]/div/article[16]/section[2]/div[1]/span/span[1]
