	nodes	xpaths
74	$1,400	/html/body/div[1]/main/section/header/div/span[2]/div/div/ul[2]/li[1]
75	$1,600	/html/body/div[1]/main/section/header/div/span[2]/div/div/ul[2]/li[2]
76	$1,800	/html/body/div[1]/main/section/header/div/span[2]/div/div/ul[2]/li[3]
77	$2,200	/html/body/div[1]/main/section/header/div/span[2]/div/div/ul[2]/li[4]
78	$2,900	/html/body/div[1]/main/section/header/div/span[2]/div/div/ul[2]/li[5]
79	$3,000	/html/body/div[1]/main/section/header/div/span[2]/div/div/ul[2]/li[6]
80	No Max	/html/body/div[1]/main/section/header/div/span[2]/div/div/ul[2]/li[7]
81	Beds	/html/body/div[1]/main/section/header/div/span[3]/div/a/span[1]
82	minimum beds select combobox	/html/body/div[1]/main/section/header/div/span[3]/div/div/div/div/div[2]/label
83	No Min	/html/body/div[1]/main/section/header/div/span[3]/div/div/div/div/div[2]/select/option[1]
84	1	/html/body/div[1]/main/section/header/div/span[3]/div/div/div/div/div[2]/select/option[2]
85	2	/html/body/div[1]/main/section/header/div/span[3]/div/div/div/div/div[2]/select/option[3]
86	3	/html/body/div[1]/main/section/header/div/span[3]/div/div/div/div/div[2]/select/option[4]
87	4+	/html/body/div[1]/main/section/header/div/span[3]/div/div/div/div/div[2]/select/option[5]
88	maximum beds select combobox	/html/body/div[1]/main/section/header/div/span[3]/div/div/div/div/div[3]/label
89	No Max	/html/body/div[1]/main/section/header/div/span[3]/div/div/div/div/div[3]/select/option[1]
90	Studio	/html/body/div[1]/main/section/header/div/span[3]/div/div/div/div/div[3]/select/option[2]
91	1	/html/body/div[1]/main/section/header/div/span[3]/div/div/div/div/div[3]/select/option[3]
92	2	/html/body/div[1]/main/section/header/div/span[3]/div/div/div/div/div[3]/select/option[4]
93	3	/html/body/div[1]/main/section/header/div/span[3]/div/div/div/div/div[3]/select/option[5]
94	No Min	/html/body/div[1]/main/section/header/div/span[3]/div/div/ul[1]/li[1]
95	1 Bed	/html/body/div[1]/main/section/header/div/span[3]/div/div/ul[1]/li[2]
96	2 Beds	/html/body/div[1]/main/section/header/div/span[3]/div/div/ul[1]/li[3]
97	3 Beds	/html/body/div[1]/main/section/header/div/span[3]/div/div/ul[1]/li[4]
98	4+ Beds	/html/body/div[1]/main/section/header/div/span[3]/div/div/ul[1]/li[5]
99	No Max	/html/body/div[1]/main/section/header/div/span[3]/div/div/ul[2]/li[1]
100	Studio	/html/body/div[1]/main/section/header/div/span[3]/div/div/ul[2]/li[2]
101	1 Bed	/html/body/div[1]/main/section/header/div/span[3]/div/div/ul[2]/li[3]
102	2 Beds	/html/body/div[1]/main/section/header/div/span[3]/div/div/ul[2]/li[4]
103	3 Beds	/html/body/div[1]/main/section/header/div/span[3]/div/div/ul[2]/li[5]
104	Type	/html/body/div[1]/main/section/header/div/span[4]/div/a/span[1]
105	Apartments	/html/body/div[1]/main/section/header/div/span[4]/div/div/div[1]/fieldset/label/span[1]
106	(20538)	/html/body/div[1]/main/section/header/div/span[4]/div/div/div[1]/fieldset/label/span[2]
107	Houses	/html/body/div[1]/main/section/header/div/span[4]/div/div/div[2]/fieldset/label/span[1]
108	(324)	/html/body/div[1]/main/section/header/div/span[4]/div/div/div[2]/fieldset/label/span[2]
109	Condos	/html/body/div[1]/main/section/header/div/span[4]/div/div/div[3]/fieldset/label/span[1]
110	(13494)	/html/body/div[1]/main/section/header/div/span[4]/div/div/div[3]/fieldset/label/span[2]
111	Townhomes	/html/body/div[1]/main/section/header/div/span[4]/div/div/div[4]/fieldset/label/span[1]
112	(323)	/html/body/div[1]/main/section/header/div/span[4]/div/div/div[4]/fieldset/label/span[2]
113	Lifestyle	/html/body/div[1]/main/section/header/div/span[5]/a/span[1]
114	Lifestyle	/html/body/div[1]/main/section/header/div/span[5]/fieldset/legend
115	Student	/html/body/div[1]/main/section/header/div/span[5]/fieldset/span/span[1]/a/label/span[1]
116	(21996)	/html/body/div[1]/main/section/header/div/span[5]/fieldset/span/span[1]/a/label/span[2]
117	Senior Housing	/html/body/div[1]/main/section/header/div/span[5]/fieldset/span/span[2]/a/label/span[1]
118	(221)	/html/body/div[1]/main/section/header/div/span[5]/fieldset/span/span[2]/a/label/span[2]
119	Short Term	/html/body/div[1]/main/section/header/div/span[5]/fieldset/span/span[3]/a/label/span[1]
120	(2149)	/html/body/div[1]/main/section/header/div/span[5]/fieldset/span/span[3]/a/label/span[2]
121	Military Housing	/html/body/div[1]/main/section/header/div/span[5]/fieldset/span/span[4]/a/label/span[1]
122	(0)	/html/body/div[1]/main/section/header/div/span[5]/fieldset/span/span[4]/a/label/span[2]
123	Corporate Housing	/html/body/div[1]/main/section/header/div/span[5]/fieldset/span/span[5]/a/label/span[1]
124	(218)	/html/body/div[1]/main/section/header/div/span[5]/fieldset/span/span[5]/a/label/span[2]
125	Move-In Date	/html/body/div[1]/main/section/header/div/span[6]/span/div/a/span[1]
126	More	/html/body/div[1]/main/section/header/div/span[7]/a/span[1]
127	Save	/html/body/div[1]/main/section/header/div/div[2]/div[1]/div[1]/button/span
128	Sort	/html/body/div[1]/main/section/header/div/div[2]/div[2]/button/span
129	Beds	/html/body/div[1]/main/section/section[1]/div[1]/div/section[1]/h2
130	minimum beds select combobox	/html/body/div[1]/main/section/section[1]/div[1]/div/section[1]/div/div/div/div/div[1]/label
131	No Min	/html/body/div[1]/main/section/section[1]/div[1]/div/section[1]/div/div/div/div/div[1]/select/option[1]
132	1	/html/body/div[1]/main/section/section[1]/div[1]/div/section[1]/div/div/div/div/div[1]/select/option[2]
133	2	/html/body/div[1]/main/section/section[1]/div[1]/div/section[1]/div/div/div/div/div[1]/select/option[3]
134	3	/html/body/div[1]/main/section/section[1]/div[1]/div/section[1]/div/div/div/div/div[1]/select/option[4]
135	4+	/html/body/div[1]/main/section/section[1]/div[1]/div/section[1]/div/div/div/div/div[1]/select/option[5]
136	maximum beds select combobox	/html/body/div[1]/main/section/section[1]/div[1]/div/section[1]/div/div/div/div/div[3]/label
137	No Max	/html/body/div[1]/main/section/section[1]/div[1]/div/section[1]/div/div/div/div/div[3]/select/option[1]
138	Studio	/html/body/div[1]/main/section/section[1]/div[1]/div/section[1]/div/div/div/div/div[3]/select/option[2]
139	1	/html/body/div[1]/main/section/section[1]/div[1]/div/section[1]/div/div/div/div/div[3]/select/option[3]
140	2	/html/body/div[1]/main/section/section[1]/div[1]/div/section[1]/div/div/div/div/div[3]/select/option[4]
141	3	/html/body/div[1]/main/section/section[1]/div[1]/div/section[1]/div/div/div/div/div[3]/select/option[5]
142	Type	/html/body/div[1]/main/section/section[1]/div[1]/div/div[1]/h2
143	Apartments	/html/body/div[1]/main/section/section[1]/div[1]/div/div[1]/div/ul/li[1]/fieldset/label/span[1]
144	(20538)	/html/body/div[1]/main/section/section[1]/div[1]/div/div[1]/div/ul/li[1]/fieldset/label/span[2]
145	Houses	/html/body/div[1]/main/section/section[1]/div[1]/div/div[1]/div/ul/li[2]/fieldset/label/span[1]
146	(324)	/html/body/div[1]/main/section/section[1]/div[1]/div/div[1]/div/ul/li[2]/fieldset/label/span[2]
147	Condos	/html/body/div[1]/main/section/section[1]/div[1]/div/div[1]/div/ul/li[3]/fieldset/label/span[1]
148	(13494)	/html/body/div[1]/main/section/section[1]/div[1]/div/div[1]/div/ul/li[3]/fieldset/label/span[2]
149	Townhomes	/html/body/div[1]/main/section/section[1]/div[1]/div/div[1]/div/ul/li[4]/fieldset/label/span[1]
150	(323)	/html/body/div[1]/main/section/section[1]/div[1]/div/div[1]/div/ul/li[4]/fieldset/label/span[2]
151	Lifestyle	/html/body/div[1]/main/section/section[1]/div[1]/div/div[2]/h2
152	Lifestyle select combobox	/html/body/div[1]/main/section/section[1]/div[1]/div/div[2]/div/div/div/div/label
153	None	/html/body/div[1]/main/section/section[1]/div[1]/div/div[2]/div/div/div/div/select/option[1]
154	Student (21996)	/html/body/div[1]/main/section/section[1]/div[1]/div/div[2]/div/div/div/div/select/option[2]
155	Senior Housing (221)	/html/body/div[1]/main/section/section[1]/div[1]/div/div[2]/div/div/div/div/select/option[3]
156	Short Term (2149)	/html/body/div[1]/main/section/section[1]/div[1]/div/div[2]/div/div/div/div/select/option[4]
157	Military Housing (0)	/html/body/div[1]/main/section/section[1]/div[1]/div/div[2]/div/div/div/div/select/option[5]
158	Corporate Housing (218)	/html/body/div[1]/main/section/section[1]/div[1]/div/div[2]/div/div/div/div/select/option[6]
159	Move-In Date	/html/body/div[1]/main/section/section[1]/div[1]/div/section[2]/h2
160	Universities Nearby	/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[1]/a/span/span[1]
161	Pricing Type	/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[2]/a/span/span[1]
162	Pricing Per-Person	/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[2]/div/fieldset[1]/label/span[1]
163	(475)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[2]/div/fieldset[1]/label/span[2]
164	Pricing Per-Room	/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[2]/div/fieldset[2]/label/span[1]
165	(0)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[2]/div/fieldset[2]/label/span[2]
166	Pricing Per-Unit	/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[2]/div/fieldset[3]/label/span[1]
167	(21573)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[2]/div/fieldset[3]/label/span[2]
168	Amenities	/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/a/span/span[1]
169	Individual Locking Bedrooms	/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[1]/label/span[1]
170	(647)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[1]/label/span[2]
171	Private Bathroom	/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[2]/label/span[1]
172	(784)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[2]/label/span[2]
173	Roommate Matching	/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[3]/label/span[1]
174	(277)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[3]/label/span[2]
175	Shuttle to Campus	/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[4]/label/span[1]
176	(81)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[4]/label/span[2]
177	Study Lounge	/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[5]/label/span[1]
178	(725)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[5]/label/span[2]
179	Walk to Campus	/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[6]/label/span[1]
180	(641)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[6]/label/span[2]
181	Baths	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/h2[1]
182	Any	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[1]/ul/li[1]/fieldset/label/span[1]
183	(25515)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[1]/ul/li[1]/fieldset/label/span[2]
184	1+ Bathrooms	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[1]/ul/li[2]/fieldset/label/span[1]
185	(25511)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[1]/ul/li[2]/fieldset/label/span[2]
186	2+ Bathrooms	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[1]/ul/li[3]/fieldset/label/span[1]
187	(6373)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[1]/ul/li[3]/fieldset/label/span[2]
188	3+ Bathrooms	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[1]/ul/li[4]/fieldset/label/span[1]
189	(736)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[1]/ul/li[4]/fieldset/label/span[2]
190	Amenities	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/h2[2]
191	Air Conditioning	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[1]/fieldset/label/span[1]
192	(13454)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[1]/fieldset/label/span[2]
193	In Unit Washer & Dryer	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[2]/fieldset/label/span[1]
194	(11487)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[2]/fieldset/label/span[2]
195	Washer & Dryer Hookups	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[3]/fieldset/label/span[1]
196	(1428)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[3]/fieldset/label/span[2]
197	Dishwasher	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[4]/fieldset/label/span[1]
198	(14489)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[4]/fieldset/label/span[2]
199	Wheelchair Access	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[5]/fieldset/label/span[1]
200	(3313)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[5]/fieldset/label/span[2]
201	Parking	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[6]/fieldset/label/span[1]
202	(13750)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[6]/fieldset/label/span[2]
203	Laundry Facilities	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[7]/fieldset/label/span[1]
204	(11338)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[7]/fieldset/label/span[2]
205	Fitness Center	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[8]/fieldset/label/span[1]
206	(10626)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[8]/fieldset/label/span[2]
207	Pool	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[9]/fieldset/label/span[1]
208	(6324)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[9]/fieldset/label/span[2]
209	Elevator	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[10]/fieldset/label/span[1]
210	(9988)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[10]/fieldset/label/span[2]
211	Doorman	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[11]/fieldset/label/span[1]
212	(4217)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[11]/fieldset/label/span[2]
213	Dog Friendly	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[12]/fieldset/label/span[1]
214	(15389)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[12]/fieldset/label/span[2]
215	Cat Friendly	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[13]/fieldset/label/span[1]
216	(17754)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[13]/fieldset/label/span[2]
217	Furnished	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[14]/fieldset/label/span[1]
218	(2621)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[14]/fieldset/label/span[2]
219	Lofts	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[15]/fieldset/label/span[1]
220	(1014)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[15]/fieldset/label/span[2]
221	Utilities Included	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[16]/fieldset/label/span[1]
222	(13121)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[16]/fieldset/label/span[2]
223	Gated	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[17]/fieldset/label/span[1]
224	(4944)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[17]/fieldset/label/span[2]
225	Fireplace	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[18]/fieldset/label/span[1]
226	(2416)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[18]/fieldset/label/span[2]
227	Patio	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[19]/fieldset/label/span[1]
228	(2497)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[19]/fieldset/label/span[2]
229	Garage	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[20]/fieldset/label/span[1]
230	(8257)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[20]/fieldset/label/span[2]
231	Hardwood Floors	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[21]/fieldset/label/span[1]
232	(13589)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[21]/fieldset/label/span[2]
233	Balcony	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[22]/fieldset/label/span[1]
234	(5256)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[22]/fieldset/label/span[2]
235	Office	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[23]/fieldset/label/span[1]
236	(2070)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[23]/fieldset/label/span[2]
237	Den	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[24]/fieldset/label/span[1]
238	(1085)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[24]/fieldset/label/span[2]
239	Yard	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[25]/fieldset/label/span[1]
240	(1067)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[25]/fieldset/label/span[2]
241	Clubhouse	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[26]/fieldset/label/span[1]
242	(3563)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[26]/fieldset/label/span[2]
243	Business Center	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[27]/fieldset/label/span[1]
244	(6079)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[27]/fieldset/label/span[2]
245	Controlled Access	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[28]/fieldset/label/span[1]
246	(5729)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[28]/fieldset/label/span[2]
247	Playground	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[29]/fieldset/label/span[1]
248	(548)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[29]/fieldset/label/span[2]
249	Basement	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[30]/fieldset/label/span[1]
250	(529)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[30]/fieldset/label/span[2]
251	Walk-In Closets	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[31]/fieldset/label/span[1]
252	(6979)	/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[31]/fieldset/label/span[2]
