nodes,Labels,xpaths
No Max,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[1]/div/div/div/div/div[2]/select/option[1]
Studio,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[1]/div/div/div/div/div[2]/select/option[2]
1,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[1]/div/div/div/div/div[2]/select/option[3]
2,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[1]/div/div/div/div/div[2]/select/option[4]
3,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[1]/div/div/div/div/div[2]/select/option[5]
Type,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/div[1]/h2
Apartments,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/div[1]/div/ul/li[1]/fieldset/label/span[1]
-21506,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/div[1]/div/ul/li[1]/fieldset/label/span[2]
Houses,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/div[1]/div/ul/li[2]/fieldset/label/span[1]
-368,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/div[1]/div/ul/li[2]/fieldset/label/span[2]
Condos,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/div[1]/div/ul/li[3]/fieldset/label/span[1]
-14821,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/div[1]/div/ul/li[3]/fieldset/label/span[2]
Townhomes,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/div[1]/div/ul/li[4]/fieldset/label/span[1]
-365,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/div[1]/div/ul/li[4]/fieldset/label/span[2]
Lifestyle,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/div[2]/h2
Lifestyle select combobox,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/div[2]/div/div/div/div/label
None,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/div[2]/div/div/div/div/select/option[1]
Student (23156),NE,/html/body/div[1]/main/section/section[1]/div[1]/div/div[2]/div/div/div/div/select/option[2]
Senior Housing (218),NE,/html/body/div[1]/main/section/section[1]/div[1]/div/div[2]/div/div/div/div/select/option[3]
Short Term (2379),NE,/html/body/div[1]/main/section/section[1]/div[1]/div/div[2]/div/div/div/div/select/option[4]
Military Housing (7),NE,/html/body/div[1]/main/section/section[1]/div[1]/div/div[2]/div/div/div/div/select/option[5]
Corporate Housing (176),NE,/html/body/div[1]/main/section/section[1]/div[1]/div/div[2]/div/div/div/div/select/option[6]
Move-In Date,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[2]/h2
Universities Nearby,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[1]/a/span/span[1]
Pricing Type,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[2]/a/span/span[1]
Pricing Per-Person,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[2]/div/fieldset[1]/label/span[1]
-487,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[2]/div/fieldset[1]/label/span[2]
Pricing Per-Room,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[2]/div/fieldset[2]/label/span[1]
0,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[2]/div/fieldset[2]/label/span[2]
Pricing Per-Unit,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[2]/div/fieldset[3]/label/span[1]
-22736,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[2]/div/fieldset[3]/label/span[2]
Amenities,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/a/span/span[1]
Individual Locking Bedrooms,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[1]/label/span[1]
-539,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[1]/label/span[2]
Private Bathroom,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[2]/label/span[1]
-714,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[2]/label/span[2]
Roommate Matching,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[3]/label/span[1]
-277,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[3]/label/span[2]
Shuttle to Campus,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[4]/label/span[1]
-74,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[4]/label/span[2]
Study Lounge,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[5]/label/span[1]
-668,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[5]/label/span[2]
Walk to Campus,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[6]/label/span[1]
-555,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[3]/div[3]/div/fieldset[6]/label/span[2]
Baths,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/h2[1]
Any,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[1]/ul/li[1]/label/span[1]
-26631,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[1]/ul/li[1]/label/span[2]
1+ Bathrooms,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[1]/ul/li[2]/label/span[1]
-26626,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[1]/ul/li[2]/label/span[2]
2+ Bathrooms,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[1]/ul/li[3]/label/span[1]
-6638,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[1]/ul/li[3]/label/span[2]
3+ Bathrooms,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[1]/ul/li[4]/label/span[1]
-705,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[1]/ul/li[4]/label/span[2]
Amenities,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/h2[2]
Air Conditioning,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[1]/fieldset/label/span[1]
-13979,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[1]/fieldset/label/span[2]
In Unit Washer & Dryer,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[2]/fieldset/label/span[1]
-11559,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[2]/fieldset/label/span[2]
Washer & Dryer Hookups,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[3]/fieldset/label/span[1]
-1280,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[3]/fieldset/label/span[2]
Dishwasher,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[4]/fieldset/label/span[1]
-14785,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[4]/fieldset/label/span[2]
Wheelchair Access,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[5]/fieldset/label/span[1]
-3141,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[5]/fieldset/label/span[2]
Parking,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[6]/fieldset/label/span[1]
-14391,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[6]/fieldset/label/span[2]
Laundry Facilities,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[7]/fieldset/label/span[1]
-11821,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[7]/fieldset/label/span[2]
Fitness Center,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[8]/fieldset/label/span[1]
-10836,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[8]/fieldset/label/span[2]
Pool,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[9]/fieldset/label/span[1]
-6470,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[9]/fieldset/label/span[2]
Elevator,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[10]/fieldset/label/span[1]
-9873,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[10]/fieldset/label/span[2]
Doorman,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[11]/fieldset/label/span[1]
-4253,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[11]/fieldset/label/span[2]
Dog Friendly,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[12]/fieldset/label/span[1]
-15770,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[12]/fieldset/label/span[2]
Cat Friendly,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[13]/fieldset/label/span[1]
-18097,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[13]/fieldset/label/span[2]
Furnished,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[14]/fieldset/label/span[1]
-2742,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[14]/fieldset/label/span[2]
Lofts,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[15]/fieldset/label/span[1]
-1016,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[15]/fieldset/label/span[2]
Utilities Included,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[16]/fieldset/label/span[1]
-14210,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[16]/fieldset/label/span[2]
Gated,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[17]/fieldset/label/span[1]
-5844,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[17]/fieldset/label/span[2]
Fireplace,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[18]/fieldset/label/span[1]
-2394,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[18]/fieldset/label/span[2]
Patio,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[19]/fieldset/label/span[1]
-2734,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[19]/fieldset/label/span[2]
Garage,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[20]/fieldset/label/span[1]
-8651,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[20]/fieldset/label/span[2]
Hardwood Floors,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[21]/fieldset/label/span[1]
-13752,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[21]/fieldset/label/span[2]
Balcony,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[22]/fieldset/label/span[1]
-5203,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[22]/fieldset/label/span[2]
Office,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[23]/fieldset/label/span[1]
-2221,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[23]/fieldset/label/span[2]
Den,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[24]/fieldset/label/span[1]
-1126,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[24]/fieldset/label/span[2]
Yard,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[25]/fieldset/label/span[1]
-1301,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[25]/fieldset/label/span[2]
Clubhouse,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[26]/fieldset/label/span[1]
-3307,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[26]/fieldset/label/span[2]
Business Center,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[27]/fieldset/label/span[1]
-5708,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[27]/fieldset/label/span[2]
Controlled Access,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[28]/fieldset/label/span[1]
-5232,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[28]/fieldset/label/span[2]
Playground,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[29]/fieldset/label/span[1]
-466,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[29]/fieldset/label/span[2]
Basement,NE,/html/body/div[1]/main/section/section[1]/div[1]/div/section[4]/div[2]/ul/li[30]/fieldset/label/span[1]
